,title,time,url
1380,Damian Lillard (Groin) Expects To Miss At Least 3-4 Games,"February 20, 2020",http://global.nba.com/news/damian-lillard-groin-expects-to-miss-at-least-3-4-games/
1381,6 NBA Things To Know For 20 February,"February 20, 2020",http://global.nba.com/news/6-nba-things-to-know-for-20-february/
1382,Hawks’ Clint Capela Out At Least Another 2 Weeks,"February 19, 2020",http://global.nba.com/news/hawks-clint-capela-out-at-least-another-2-weeks/
1383,John Beilein Resigns As Cavaliers Head Coach,"February 19, 2020",http://global.nba.com/news/reports-cavaliers-coach-john-beilein-considering-resignation/
1384,Schedule Analysis: Breaking Down The Final 2 Months For Every Team,"February 19, 2020",http://global.nba.com/news/schedule-analysis-breaking-down-the-final-2-months-for-every-team/
1385,Bulls Guard Kris Dunn (Knee) Out At Least 4-6 Weeks,"February 19, 2020",http://global.nba.com/news/bulls-guard-kris-dunn-knee-out-at-least-4-6-weeks/
1386,Blogtable: Which Dark Horse Team Should We Keep An Eye On?,"February 19, 2020",http://global.nba.com/news/blogtable-which-dark-horse-team-should-we-keep-an-eye-on/
1387,Blogtable: Who Are The True Contenders To Win It All In The West?,"February 19, 2020",http://global.nba.com/news/blogtable-who-are-the-true-contenders-to-win-it-all-in-the-west/
1388,Blogtable: Who Are The True Contenders To Win It All In The East?,"February 19, 2020",http://global.nba.com/news/blogtable-who-are-the-true-contenders-to-win-it-all-in-the-east/
1389,Doncic: Fun To Be With Him Instead Of Against Him As Team LeBron Wins All-Star Game,"February 18, 2020",http://global.nba.com/news/doncic-fun-to-be-with-him-instead-of-against-him-as-team-lebron-wins-all-star-game/
1390,"Power Rankings, Week 18: Lakers Return To No. 2 As Regular Season Enters Stretch Run","February 18, 2020",http://global.nba.com/news/power-rankings-week-18-lakers-return-to-no-2-as-regular-season-enters-stretch-run/
1391,10 Storylines To Ponder In Wake Of All-Star Break,"February 18, 2020",http://global.nba.com/news/10-storylines-to-ponder-in-wake-of-all-star-break/
1392,"Reports: DeMarre Carroll, Jeff Green To Sign With Rockets","February 17, 2020",http://global.nba.com/news/reports-demarre-carroll-jeff-green-to-sign-with-rockets/
1393,Ratings For NBA All-Star Game Rise By 8 Percent,"February 17, 2020",http://global.nba.com/news/ratings-for-nba-all-star-game-rise-by-8-percent/
1394,Kyrie Irving Elected To NBPA Executive Committee As Vice President,"February 17, 2020",http://global.nba.com/news/kyrie-irving-elected-to-nbpa-executive-committee-as-vice-president/
1395,Kawhi Takes Home Kobe Bryant MVP Award,"February 17, 2020",http://global.nba.com/news/kawhi-takes-home-kobe-bryant-mvp-award/
1396,10 Standout Moments From NBA All-Star 2020,"February 17, 2020",http://global.nba.com/news/10-standout-moments-from-nba-all-star-2020/
1397,New Look All-Star Game Unleashes Kobe Bryant-Level Intensity,"February 17, 2020",http://global.nba.com/news/new-look-all-star-game-unleashes-kobe-bryant-level-intensity/
1398,Report: Cavaliers Coach John Beilein Considering Resignation,"February 17, 2020",http://global.nba.com/news/report-cavaliers-coach-john-beilein-considering-resignation/
1399,Team LeBron Edges Team Giannis In All-Star Thriller,"February 17, 2020",http://global.nba.com/news/team-lebron-edges-team-giannis-in-all-star-thriller/
1400,"Revamped Format Adds Intrigue, Spice To 2020 All-Star Game","February 16, 2020",http://global.nba.com/news/revamped-format-adds-intrigue-spice-to-2020-all-star-game/
1401,"Adam Silver Honors Kobe Bryant, ‘Force Of Nature’ David Stern At All-Star Weekend","February 16, 2020",http://global.nba.com/news/adam-silver-honors-kobe-bryant-force-of-nature-david-stern-at-all-star-weekend/
1402,Derrick Jones Jr. Wins AT&T Slam Dunk Contest,"February 15, 2020",http://global.nba.com/news/derrick-jones-jr-wins-att-slam-dunk-contest/
1403,Buddy Hield Wins MTN Dew 3-Point Contest,"February 15, 2020",http://global.nba.com/news/buddy-hield-wins-mtn-dew-3-point-contest/
1404,Bam Adebayo Wins Taco Bell Skills Challenge,"February 15, 2020",http://global.nba.com/news/bam-adebayo-wins-taco-bell-skills-challenge/
1405,Kia NBA All-Star Game MVP Award Named For Kobe Bryant,"February 15, 2020",http://global.nba.com/news/kia-nba-all-star-game-mvp-award-named-for-kobe-bryant/
1406,Dwight Howard Ready To Fly Again On All-Star Saturday Night,"February 15, 2020",http://global.nba.com/news/dwight-howard-ready-to-fly-again-on-all-star-saturday-night/
1407,BAL Announces 12 Teams To Compete In Inaugural Year,"February 15, 2020",http://global.nba.com/news/bal-announces-12-teams-to-compete-in-inaugural-year/
1408,USA Team Defeats World Team 151-131 At 2020 NBA Rising Stars Game,"February 14, 2020",http://global.nba.com/news/team-usa-defeats-team-world-151-131-at-2020-nba-rising-stars-game/
1409,"Kobe Bryant, Tim Duncan And Kevin Garnett Headline 8 Finalists For Hall Of Fame","February 14, 2020",http://global.nba.com/news/kobe-bryant-tim-duncan-and-kevin-garnett-headline-8-finalists-for-hall-of-fame/
1410,All-Star 2020 Numbers To Know: Team LeBron,"February 14, 2020",http://global.nba.com/news/all-star-2020-numbers-to-know-team-lebron/
1411,"Barack Obama Chats With Luka Doncic, Trae Young and Zion Williamson","February 14, 2020",http://global.nba.com/news/barack-obama-chats-with-luka-doncic-trae-young-and-zion-williamson/
1412,All-Star 2020 Numbers To Know: Team Giannis,"February 14, 2020",http://global.nba.com/news/all-star-2020-numbers-to-know-team-giannis/
1413,Time To Stop The Second-Guessing,"February 14, 2020",http://global.nba.com/news/time-to-stop-the-second-guessing/
1414,All In The Sabonis Family,"February 14, 2020",http://global.nba.com/news/all-in-the-sabonis-family/
1415,"Tatum Scores 39, Celtics Hold Off Clippers 141-133 In 2OT","February 13, 2020",http://global.nba.com/news/tatum-scores-39-celtics-hold-off-clippers-141-133-in-2ot/
1416,"Gallinari, Paul Push Thunder Past Zion, Pelicans 123-118","February 13, 2020",http://global.nba.com/news/gallinari-paul-push-thunder-past-zion-pelicans-123-118/
1417,Report: Damian Lillard Out 1-2 Weeks With Strained Groin,"February 13, 2020",http://global.nba.com/news/report-damian-lillard-out-1-2-weeks-with-strained-groin/
1418,Boston Celtics Announce Kevin Garnett’s Number Will Be Retired,"February 13, 2020",http://global.nba.com/news/boston-celtics-announce-kevin-garnetts-number-will-be-retired/
1419,Record 19 International Players To Participate In All-Star 2020,"February 13, 2020",http://global.nba.com/news/record-19-international-players-to-participate-in-all-star-2020/
1420,Clippers’ Paul George Fined,"February 13, 2020",http://global.nba.com/news/clippers-paul-george-fined/
1421,Kia Rookie Ladder: Rui Hachimura Is Back,"February 13, 2020",http://global.nba.com/news/kia-rookie-ladder-rui-hachimura-is-back/
1422,Pelicans’ Melli To Replace Ayton In Rising Stars,"February 13, 2020",http://global.nba.com/news/pelicans-melli-to-replace-ayton-in-rising-stars/
1423,Booker To Replace Lillard In 3-PT Contest & All-Star Game,"February 13, 2020",http://global.nba.com/news/booker-to-replace-lillard-in-3-pt-contest-all-star-game/
1424,3 NBA Things To Know For Feb. 13,"February 13, 2020",http://global.nba.com/news/3-nba-things-to-know-for-feb-13/
1425,"James, Davis Push West-Leading Lakers Past Nuggets 120-116 In OT","February 13, 2020",http://global.nba.com/news/james-davis-push-west-leading-lakers-past-nuggets-120-116-in-ot/
1426,Mitchell’s 26 Points Propel Jazz Past Heat 116-101,"February 13, 2020",http://global.nba.com/news/mitchells-26-points-propel-jazz-past-heat-116-101/
1427,"Booker Scores 27, Suns Top Warriors 112-106","February 12, 2020",http://global.nba.com/news/booker-scores-27-suns-top-warriors-112-106/
1428,"Doncic Shines In Return From Injury, Mavs Beat Kings 130-111","February 12, 2020",http://global.nba.com/news/doncic-shines-in-return-from-injury-mavs-beat-kings-130-111/
1429,"Graham, Hornets Rally To Beat Timberwolves 115-108","February 12, 2020",http://global.nba.com/news/graham-hornets-rally-to-beat-timberwolves-115-108/
1430,Damian Lillard Says He’ll Miss All-Star Weekend With Strained Groin,"February 12, 2020",http://global.nba.com/news/damian-lillard-says-hell-miss-all-star-weekend-with-strained-groin/
1431,Clarke Leads Grizzlies To A Win Over Trail Blazers,"February 12, 2020",http://global.nba.com/news/clarke-leads-grizzlies-to-a-111-104-win-over-trail-blazers/
1432,"Beal Scores 30, Wizards Rally In 4th To Beat Knicks 114-96","February 12, 2020",http://global.nba.com/news/beal-scores-30-wizards-rally-in-4th-to-beat-knicks-114-96/
1433,Nets’ 101-91 Victory Snaps Raptors’ 15-Game Win Streak,"February 12, 2020",http://global.nba.com/news/nets-101-91-victory-snaps-raptors-15-game-win-streak/
1434,"Pacers Pull Away Late To Beat Bucks, Snap 6-Game Skid","February 12, 2020",http://global.nba.com/news/pacers-pull-away-late-to-beat-bucks-snap-6-game-skid/
1435,"Gordon, Fultz Lead Magic To 116-112 OT Win Over Pistons","February 12, 2020",http://global.nba.com/news/gordon-fultz-lead-magic-to-116-112-ot-win-over-pistons/
1436,"Cavaliers End 12-Game Home Skid, Beat Hawks 127-105","February 12, 2020",http://global.nba.com/news/cavaliers-end-12-game-home-skid-beat-hawks-127-105/
1437,Giannis Out 2nd Straight Game After Birth Of 1st Child,"February 12, 2020",http://global.nba.com/news/giannis-out-2nd-straight-game-after-birth-of-1st-child/
1438,Cavs’ Love Out Wednesday With Sore Achilles,"February 12, 2020",http://global.nba.com/news/cavs-love-out-wednesday-with-sore-achilles/
1439,Timberwolves’ Towns Sidelined With Wrist Injury,"February 12, 2020",http://global.nba.com/news/timberwolves-towns-sidelined-with-wrist-injury/
1440,The Bond Between Players From Chicago Runs Deep,"February 12, 2020",http://global.nba.com/news/the-bond-between-players-from-chicago-runs-deep/
1441,7 NBA Things To Know For Feb. 12,"February 12, 2020",http://global.nba.com/news/7-nba-things-to-know-for-feb-12/
1442,"Harden, Westbrook Help Rockets Beat Celtics 116-105","February 12, 2020",http://global.nba.com/news/harden-westbrook-help-rockets-beat-celtics-116-105/
1443,Spurs Stop 5-Game Slide With 114-106 Victory Over Thunder,"February 11, 2020",http://global.nba.com/news/spurs-stop-5-game-slide-with-114-106-victory-over-thunder/
1444,"Williamson’s 31 Points Push Pelicans Past Blazers, 138-117","February 11, 2020",http://global.nba.com/news/williamsons-31-points-push-pelicans-past-blazers-138-117/
1445,"Richardson, Simmons Lead 76ers Past Clippers 110-103","February 11, 2020",http://global.nba.com/news/richardson-simmons-lead-76ers-past-clippers-110-103/
1446,Beal And Hachimura Help Wizards Beat Bulls 126-114,"February 11, 2020",http://global.nba.com/news/beal-and-hachimura-help-wizards-beat-bulls-126-114/
1447,Michael Kidd-Gilchrist Signs With Mavericks,"February 11, 2020",http://global.nba.com/news/michael-kidd-gilchrist-signs-with-mavericks/
1448,Best Of The Windy City: The All-Chicago NBA Teams,"February 11, 2020",http://global.nba.com/news/best-of-the-windy-city-the-all-chicago-nba-teams-2/
1449,Cavaliers’ Collin Sexton To Replace Heat’s Tyler Herro In 2020 NBA Rising Stars,"February 11, 2020",http://global.nba.com/news/cavaliers-collin-sexton-to-replace-heats-tyler-herro-in-2020-nba-rising-stars/
1450,Why Chicago Is The Real Mecca Of Basketball,"February 11, 2020",http://global.nba.com/news/why-chicago-is-the-real-mecca-of-basketball-2/
1451,MVP Ladder Mailbag: Raptors Keep Rolling Behind Coach Nick Nurse,"February 11, 2020",http://global.nba.com/news/mvp-ladder-mailbag-raptors-keep-rolling-behind-coach-nick-nurse/
1452,5 NBA Things To Know For Feb. 11,"February 11, 2020",http://global.nba.com/news/5-nba-things-to-know-for-feb-11/
1453,Luol Deng Named Basketball Africa League’s Global Ambassador,"February 11, 2020",http://global.nba.com/news/luol-deng-named-basketball-africas-league-global-ambassador/
1454,"Rondo, Davis Lead Lakers To 125-100 Win vs. Suns","February 11, 2020",http://global.nba.com/news/rondo-davis-lead-lakers-to-125-100-win-vs-suns/
1455,"Butler Returns To Lead Heat Past Warriors, 113-101","February 11, 2020",http://global.nba.com/news/butler-returns-to-lead-heat-past-warriors-113-101/
1456,Gobert Is Perfect From The Field To Lead Jazz To Win,"February 11, 2020",http://global.nba.com/news/gobert-is-perfect-from-the-field-to-lead-jazz-to-win/
1457,Nuggets Come From 23 Down To Beat Spurs 127-120,"February 11, 2020",http://global.nba.com/news/nuggets-come-from-23-down-to-beat-spurs-127-120/
1458,Reports: Michael Kidd-Gilchrist To Sign With Mavericks,"February 11, 2020",http://global.nba.com/news/reports-michael-kidd-gilchrist-to-sign-with-mavericks/
1459,"Middleton, Bledsoe Help Bucks Beat Kings Minus Antetokounmpo","February 11, 2020",http://global.nba.com/news/middleton-bledsoe-help-bucks-beat-kings-minus-antetokounmpo/
1460,"Anunoby Has 25, Raptors Beat Wolves For 15th Straight Win","February 11, 2020",http://global.nba.com/news/anunoby-has-25-raptors-beat-wolves-for-15th-straight-win/
1461,"Gordon, Vucevic Lift Magic Over Hawks 135-126","February 10, 2020",http://global.nba.com/news/gordon-vucevic-lift-magic-over-hawks-135-126/
1462,"Dinwiddie’s Basket Gives Nets Win, Pacers 6th Straight Loss","February 10, 2020",http://global.nba.com/news/dinwiddies-basket-gives-nets-win-pacers-6th-straight-loss/
1463,"Hornets Beat Pistons 87-76, End 5-Game Losing Streak","February 10, 2020",http://global.nba.com/news/hornets-beat-pistons-87-76-end-5-game-losing-streak/
1464,Bucks Add Veteran Forward Marvin Williams,"February 10, 2020",http://global.nba.com/news/bucks-add-veteran-forward-marvin-williams/
1465,Jayson Tatum And Nikola Jokic Earn Player Of The Week Honors For Week 16,"February 10, 2020",http://global.nba.com/news/jayson-tatum-and-nikola-jokic-earn-player-of-the-week-honors-for-week-16/
1466,Welcome To Chicago Week,"February 10, 2020",http://global.nba.com/news/welcome-to-chicago-week/
1467,Best Of The Windy City: The All-Chicago NBA Teams,"February 10, 2020",http://global.nba.com/news/best-of-the-windy-city-the-all-chicago-nba-teams/
1468,"Power Rankings, Week 17: Minor Moves Could Have Major Impact On Playoff Races","February 10, 2020",http://global.nba.com/news/power-rankings-week-17-minor-moves-could-have-major-impact-on-playoff-races/
1469,Why Chicago Is The Real Mecca Of Basketball,"February 10, 2020",http://global.nba.com/news/why-chicago-is-the-real-mecca-of-basketball/
1470,USA Basketball Announces 44 Finalists For 2020 U.S. Olympic Men’s Team,"February 10, 2020",http://global.nba.com/news/usa-basketball-announces-44-finalists-for-2020-u-s-olympic-mens-team/
1471,5 Can’t-Miss Matchups: Kemba Walker vs. Russell Westbrook,"February 10, 2020",http://global.nba.com/news/5-cant-miss-matchups-kemba-walker-vs-russell-westbrook/
1472,6 NBA Things To Know For Feb. 10,"February 10, 2020",http://global.nba.com/news/6-nba-things-to-know-for-feb-10/
1473,Blazers Beat Heat 115-109 In Iguodala’s Debut For Miami,"February 10, 2020",http://global.nba.com/news/blazers-beat-heat-115-109-in-iguodalas-debut-for-miami/
1474,Lou Williams Powers Clippers To Win vs. Cavaliers,"February 9, 2020",http://global.nba.com/news/lou-williams-powers-clippers-to-win-vs-cavaliers/
1475,"Young Scores 48 Points, Hawks Beat Knicks 140-135 In 2 OTs","February 9, 2020",http://global.nba.com/news/young-scores-48-points-hawks-beat-knicks-140-135-in-2-ots/
1476,Bogdanovic’s 3 At Buzzer Gives Jazz 114-113 Win Over Rockets,"February 9, 2020",http://global.nba.com/news/bogdanovics-3-at-buzzer-gives-jazz-114-113-win-over-rockets/
1477,Report: Darren Collison Won’t Return To NBA Despite Interest,"February 9, 2020",http://global.nba.com/news/report-darren-collison-wont-return-to-nba-despite-interest/
1478,Morant Posts 1st Triple-Double As Grizzlies Drop Wizards,"February 9, 2020",http://global.nba.com/news/morant-posts-1st-triple-double-as-grizzlies-drop-wizards/
1479,"Korkmaz, Embiid Lead 76ers Past Bulls","February 9, 2020",http://global.nba.com/news/korkmaz-embiid-lead-76ers-past-bulls/
1480,"Celtics Rally Behind 2nd-Half Play Of Kemba, Tatum","February 9, 2020",http://global.nba.com/news/celtics-rally-behind-2nd-half-play-of-kemba-tatum/
1481,"Hield, Kings Heat Up To Beat Spurs, 122-102","February 9, 2020",http://global.nba.com/news/hield-kings-heat-up-to-beat-spurs-122-102/
1482,"Murray Scores 36, Nuggets Finish Season Sweep Over Suns","February 9, 2020",http://global.nba.com/news/murray-scores-36-nuggets-finish-season-sweep-over-suns/
1483,"LeBron James Scores 22 Points, Lakers Beat Warriors 125-120","February 8, 2020",http://global.nba.com/news/lebron-james-scores-22-points-lakers-beat-warriors-125-120/
1484,"McLaughlin, Beasley, New-Look Wolves Top Clippers 142-115","February 8, 2020",http://global.nba.com/news/mclaughlin-beasley-new-look-wolves-top-clippers-142-115/
1485,Holiday’s 31 Lead Pelicans To Win Over Pacers,"February 8, 2020",http://global.nba.com/news/holidays-31-lead-pelicans-to-win-over-pacers/
1486,"Raptors Top Nets 119-118, Extend Record Winning Streak To 14","February 8, 2020",http://global.nba.com/news/raptors-top-nets-119-118-extend-record-winning-streak-to-14/
1487,Knicks Edge Pistons For 4th Straight Victory,"February 8, 2020",http://global.nba.com/news/knicks-edge-pistons-for-4th-straight-victory/
1488,"Curry Returns Home, Scores 26 As Mavs Rout Hornets 116-100","February 8, 2020",http://global.nba.com/news/curry-returns-home-scores-26-as-mavs-rout-hornets-116-100/
1489,"Giannis Just Misses Triple-Double, Bucks Beat Magic 112-95","February 8, 2020",http://global.nba.com/news/giannis-just-misses-triple-double-bucks-beat-magic-112-95/
1490,Los Angeles Clippers Waive Isaiah Thomas,"February 8, 2020",http://global.nba.com/news/los-angeles-clippers-waive-isaiah-thomas/
1491,Kobe Bryant Memorial Set For 24 Feb. At Staples Center,"February 8, 2020",http://global.nba.com/news/kobe-bryant-memorial-set-for-feb-24-at-staples-center/
1492,"Jazz Snap 5-Game Skid, Rally To Beat Trail Blazers 117-114","February 8, 2020",http://global.nba.com/news/jazz-snap-5-game-skid-rally-to-beat-trail-blazers-117-114/
1493,"Kings Make 19 3-Pointers, Defeat Heat 105-97","February 8, 2020",http://global.nba.com/news/kings-make-19-3-pointers-defeat-heat-105-97/
1494,"Reports: Reggie Jackson Considering Buyout, Darren Collison Weighs Return","February 8, 2020",http://global.nba.com/news/reports-reggie-jackson-considering-buyout-darren-collison-weighs-return/
1495,"Oubre Scores Career-High 39, Suns Top Rockets 127-91","February 8, 2020",http://global.nba.com/news/oubre-scores-career-high-39-suns-top-rockets-127-91/
1496,Reports: Marvin Williams Working On Buyout With Hornets,"February 7, 2020",http://global.nba.com/news/reports-marvin-williams-working-on-buyout-with-hornets/
1497,Raptors’ Kyle Lowry Exits Due To Whiplash vs. Pacers,"February 7, 2020",http://global.nba.com/news/raptors-kyle-lowry-exits-due-to-whiplash-vs-pacers/
1498,"Tatum Scores 32, Helps Celtics Hold Off Hawks 112-107","February 7, 2020",http://global.nba.com/news/tatum-scores-32-helps-celtics-hold-off-hawks-112-107/
1499,Beal’s Last-Second Layup Helps Wizards Beat Mavericks,"February 7, 2020",http://global.nba.com/news/beals-last-second-layup-helps-wizards-beat-mavericks/
1500,"Korkmaz, Simmons Lead 76ers Past Grizzlies 119-107","February 7, 2020",http://global.nba.com/news/korkmaz-simmons-lead-76ers-past-grizzlies-119-107/
1501,Rookie Ladder: Bad Games Not Keeping Zion Williamson Down For Long,"February 7, 2020",http://global.nba.com/news/rookie-ladder-bad-games-not-keeping-zion-williamson-down-for-long/
1502,"Siakam, Bertans, Markkanen To Coach At Basketball Without Borders","February 7, 2020",http://global.nba.com/news/siakam-bertans-markkanen-to-coach-at-basketball-without-borders/
1503,MVP Ladder: Jayson Tatum Getting Comfortable In His All-Star Skin,"February 7, 2020",http://global.nba.com/news/mvp-ladder-jayson-tatum-getting-comfortable-in-his-all-star-skin/
1504,6 NBA Things To Know For Feb. 7,"February 7, 2020",http://global.nba.com/news/6-nba-things-to-know-for-feb-7/
1505,5 Need-To-Know Takeaways From The 2020 NBA Trade Deadline,"February 7, 2020",http://global.nba.com/news/5-need-to-know-takeaways-from-the-2020-nba-trade-deadline/
1506,"Covington Has Clutch Debut, Rockets Outlast Lakers 121-111","February 7, 2020",http://global.nba.com/news/covington-has-clutch-debut-rockets-outlast-lakers-121-111/
1507,"Russell Westbrook Becomes 46th Member Of 20,000-Point Club","February 7, 2020",http://global.nba.com/news/russell-westbrook-becomes-46th-member-of-20000-point-club/
1508,Trail Blazers Use 39-25 4Q To Come Back And Defeat Spurs,"February 7, 2020",http://global.nba.com/news/lillard-scores-26-points-portland-beats-san-antonio-125-117/
1509,Antetokounmpo Shines As Bucks Defeat 76ers 112-101,"February 6, 2020",http://global.nba.com/news/antetokounmpo-shines-as-bucks-defeat-76ers-112-101/
1510,Zion Leads The Way As Pelicans Hold Off Bulls Late Rally,"February 6, 2020",http://global.nba.com/news/zion-leads-the-way-as-pelicans-hold-off-bulls-late-rally/
1511,Cavaliers Acquire Two-Time NBA All-Star Andre Drummond,"February 6, 2020",http://global.nba.com/news/cavaliers-acquire-two-time-nba-all-star-andre-drummond/
1512,Knicks Edge Magic 105-103 For Third Straight Win,"February 6, 2020",http://global.nba.com/news/knicks-edge-magic-105-103-for-third-straight-win/
1513,Brandon Ingram Exits Pelicans-Bulls Game With Right Ankle Sprain,"February 6, 2020",http://global.nba.com/news/brandon-ingram-exits-pelicans-bulls-game-with-right-ankle-sprain/
1514,Clippers Adding Marcus Morris In 3-Team Trade,"February 6, 2020",http://global.nba.com/news/clippers-adding-marcus-morris-in-3-team-trade/
1515,Thunder’s Shai Gilgeous-Alexander To Replace Derrick Rose In 2020 Taco Bell Skills Challenge,"February 6, 2020",http://global.nba.com/news/thunders-shai-gilgeous-alexander-to-replace-derrick-rose-in-2020-taco-bell-skills-challenge/
1516,2020 All-Star Player Draft Results,"February 6, 2020",http://global.nba.com/news/2020-all-star-player-draft-results/
1517,"Warriors Trade D’Angelo Russell To Timberwolves For Andrew Wiggins, Picks","February 6, 2020",http://global.nba.com/news/warriors-trade-dangelo-russell-to-timberwolves-for-andrew-wiggins-picks/
1518,Reports: Knicks Plan To Hire Leon Rose As New Team President,"February 6, 2020",http://global.nba.com/news/reports-knicks-plan-to-hire-leon-rose-as-new-team-president/
1519,NBA Trade Deadline 2020: Feb. 6 Roundup,"February 6, 2020",http://global.nba.com/news/nba-trade-deadline-2020-feb-6-roundup/
1520,NBA Trade Deadline 2020: 5 February Roundup,"February 6, 2020",http://global.nba.com/news/nba-trade-deadline-2020-3-february-roundup/
1521,"Clippers Ride Big 4th Quarter To Beat Heat, 128-111","February 6, 2020",http://global.nba.com/news/clippers-ride-big-4th-quarter-to-beat-heat-128-111/
1522,Memphis Grizzlies Sign Dillon Brooks To Multi-Year Contract Extension,"February 6, 2020",http://global.nba.com/news/memphis-grizzlies-sign-dillion-brooks-to-multi-year-contract-extension/
1523,"Murray, Jokic Lead Short-Handed Nuggets Past Jazz, 98-95","February 6, 2020",http://global.nba.com/news/jokic-leads-short-handed-nuggets-past-jazz-98-95/
1524,"Capela, Robert Covington On Move In Massive 4-Team Deal","February 5, 2020",http://global.nba.com/news/report-covington-capela-on-move-in-4-team-deal/
1525,Ja Morant Leads Short-Handed Grizzlies To Top Mavericks,"February 5, 2020",http://global.nba.com/news/ja-morant-leads-short-handed-grizzlies-to-top-mavericks/
1526,"Young, Collins Combine For 65 PTS & 23 REB For Hawks","February 5, 2020",http://global.nba.com/news/young-collins-combine-for-65-pts-23-reb-for-hawks/
1527,Schroder Scores 30 Off The Bench For Thunder Victory,"February 5, 2020",http://global.nba.com/news/schroder-scores-30-off-the-bench-for-thunder-victory/
1528,"Heat Acquire Andre Iguodala, Jae Crowder And Solomon Hill","February 5, 2020",http://global.nba.com/news/reports-grizzlies-extend-and-trade-andre-iguodala-to-heat/
1529,Raptors Beat Pacers For Team-Record 12th Straight Win,"February 5, 2020",http://global.nba.com/news/raptors-beat-pacers-for-team-record-12th-straight-win/
1530,Tatum’s Late Flurry Rallies Celtics Over Magic,"February 5, 2020",http://global.nba.com/news/tatums-late-flurry-rallies-celtics-over-magic/
1531,Nets Cruise Past Warriors In Russell’s Return To Brooklyn,"February 5, 2020",http://global.nba.com/news/nets-cruise-past-warriors-in-russells-return-to-brooklyn/
1532,Drummond’s Big Night Lifts Pistons Over Suns,"February 5, 2020",http://global.nba.com/news/drummonds-big-night-lifts-pistons-over-suns/
1533,5 NBA Things To Know For February 5,"February 5, 2020",http://global.nba.com/news/5-nba-things-to-know-for-february-5/
1534,"Lakers Benefit From LeBron’s 36, Flashes From Reserves","February 5, 2020",http://global.nba.com/news/lakers-benefit-from-lebrons-36-flashes-from-reserves/
1535,"Nuggets, Jokic Cruise Past Red-Hot Lillard, Trail Blazers","February 5, 2020",http://global.nba.com/news/nuggets-jokic-cruise-past-red-hot-lillard-trail-blazers/
1536,Shorthanded Rockets On Top Behind Harden’s 40 PTS,"February 4, 2020",http://global.nba.com/news/shorthanded-rockets-on-top-behind-hardens-40-pts/
1537,Giannis Erupts For Monster Double-Double In Bucks Win,"February 4, 2020",http://global.nba.com/news/giannis-erupts-for-monster-double-double-in-bucks-win/
1538,State Farm All-Star Saturday Night Participants Announced,"February 4, 2020",http://global.nba.com/news/state-farm-all-star-saturday-night-participants-announced/
1539,"Bucks’ Giannis Antetokounmpo, Lakers’ LeBron James Named Kia NBA Players Of The Month","February 4, 2020",http://global.nba.com/news/bucks-giannis-antetokounmpo-lakers-lebron-james-named-kia-nba-players-of-the-month/
1540,"Miami’s Kendrick Nunn, Memphis’ Ja Morant Named Kia NBA Rookies Of The Month","February 4, 2020",http://global.nba.com/news/miamis-kendrick-nunn-memphis-ja-morant-named-kia-nba-rookies-of-the-month/
1541,"Knicks, Team President Steve Mills Part Ways","February 4, 2020",http://global.nba.com/news/reports-knicks-team-president-steve-mills-part-ways/
1542,"Kia MVP Ladder Mailbag: Where Is Joel Embiid, Ben Simmons In MVP Race?","February 4, 2020",http://global.nba.com/news/kia-mvp-ladder-mailbag-where-is-joel-embiid-ben-simmons-in-mvp-race/
1543,4 NBA Things To Know For 4 February,"February 4, 2020",http://global.nba.com/news/4-nba-things-to-know-for-4-february/
1544,"Clippers Rally In 4th Quarter To Edge Spurs, 108-105","February 4, 2020",http://global.nba.com/news/clippers-rally-in-4th-quarter-to-edge-spurs-108-105/
1545,"Fox Scores 31, Kings Knock Off Timberwolves","February 4, 2020",http://global.nba.com/news/fox-scores-31-kings-send-timberwolves-to-12th-straight-loss/
1546,"Valanciunas Scores 26, Leads Grizzlies Over Pistons 96-82","February 3, 2020",http://global.nba.com/news/valanciunas-scores-26-leads-grizzlies-over-pistons-96-82/
1547,"Butler Scores 38, Heat Roll Past 76ers 137-106","February 3, 2020",http://global.nba.com/news/butler-scores-38-heat-roll-past-76ers-137-106/
1548,"LeVert Starts, Ties Career Best With 29 As Nets Beat Suns","February 3, 2020",http://global.nba.com/news/levert-starts-ties-career-best-with-29-as-nets-beat-suns/
1549,Tatum Leads Celtics Past Hawks 123-115 For 4th Straight Win,"February 3, 2020",http://global.nba.com/news/tatum-leads-celtics-past-hawks-123-115-for-4th-straight-win/
1550,Morris Leads Knicks Past Cavaliers 139-134 In Overtime,"February 3, 2020",http://global.nba.com/news/morris-leads-knicks-past-cavaliers-139-134-in-overtime/
1551,Mavericks Beat Pacers 112-103 Behind Big Game From Porzingis,"February 3, 2020",http://global.nba.com/news/mavericks-beat-pacers-112-103-behind-big-game-from-porzingis/
1552,"Alec Burks’ 30 Points Leads Warriors Over Wizards, 125-117","February 3, 2020",http://global.nba.com/news/alec-burks-30-points-leads-warriors-over-wizards-125-117/
1553,"Vucevic Helps Magic Snap 5-Game Skid, Beat Hornets 112-100","February 3, 2020",http://global.nba.com/news/vucevic-helps-magic-snap-5-game-skid-beat-hornets-112-100/
1554,Report: Rockets Discussing Clint Capela Trade Scenarios,"February 3, 2020",http://global.nba.com/news/report-rockets-discussing-clint-capela-trade-scenarios/
