,title,time,link
382,Kia MVP Ladder: Embiid back in the mix,"April 9, 2021",https://www.nba.com/news/kia-mvp-ladder-april-9-edition
383,"Kia MVP Ladder: Harden, Lillard taking flight","April 2, 2021",https://www.nba.com/news/kia-mvp-ladder-april-2-edition
384,Kia MVP Ladder: Giannis keeps climbing the ranks,"March 26, 2021",https://www.nba.com/news/kia-mvp-ladder-march-26-edition
385,"Kia MVP Ladder: Jokic at No. 1 as others rise, too","March 19, 2021",https://www.nba.com/news/kia-mvp-ladder-march-19-edition
386,Kia MVP Ladder: Embiid stays at No. 1,"March 5, 2021",https://www.nba.com/news/kia-mvp-ladder-march-5-edition
387,Kia MVP Ladder: Embiid takes over No. 1 spot,"February 26, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-26-edition
388,Kia MVP Ladder: Big test ahead for LeBron,"February 19, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-19-edition
389,Kia MVP Ladder: No easy pathway into this fray,"February 12, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-12-edition
390,Kia MVP Ladder: LeBron keeps hold of top spot,"February 5, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-5-2021-edition
391,Kia MVP Ladder: LeBron starts at the top,"January 8, 2021",https://www.nba.com/news/kia-mvp-ladder-jan-8-2021-edition
392,Kia Race to the MVP primer: Who are the ones to watch in 2020-21?,"December 29, 2020",https://www.nba.com/news/kia-race-to-the-mvp-primer-2020-21
393,Kia MVP Ladder: Giannis Antetokounmpo's improvement makes him our pick,"July 24, 2020",https://www.nba.com/news/kia-mvp-ladder-final-edition-2019-20
394,Kia MVP Ladder mailbag: This award chase is far from over,"March 10, 2020",https://www.nba.com/news/kia-mvp-mailbag-march-10
395,Kia MVP Ladder: Bucks vs. Lakers may sway voters ... but should it?,"March 6, 2020",https://www.nba.com/news/kia-mvp-ladder-march-6-edition
396,Kia MVP Ladder mailbag: Endorsement season gets rolling in award chase,"March 3, 2020",https://www.nba.com/news/kia-mvp-mailbag-march-3
397,"Kia MVP Ladder: Award case for James Harden, Russell Westbrook gets boost","February 28, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-28-edition
398,Kia MVP Ladder mailbag: Bradley Beal won't let up even as Wizards' hopes fade,"February 25, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-25
399,Kia MVP Ladder: 5 factors that shape stretch run of Kia MVP chase,"February 21, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-21-edition
400,Kia MVP Ladder mailbag: Raptors keep rolling behind coach Nick Nurse,"February 11, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-11
401,Kia MVP Ladder: Jayson Tatum getting comfortable in his All-Star skin,"February 7, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-7-edition
402,"Kia MVP Ladder mailbag: Joel Embiid, Ben Simmons on outside looking in","February 4, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-4
403,Kia MVP Ladder: Is it too late for Damian Lillard to surge into chase?,"January 31, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-31-edition
404,Kia MVP Ladder mailbag: Can Russell Westbrook move up in the chase?,"January 28, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-28
405,Kia MVP Ladder: Hot streak fuels Kawhi Leonard's rise,"January 24, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-24-edition
406,"Kia MVP Ladder mailbag: Trae Young's stardom needs some wins, too","January 21, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-21
407,Kia MVP Ladder: Defensive dexterity drives Rudy Gobert into the mix,"January 17, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-17-edition
408,Kia MVP Ladder mailbag: Ja Morant may have a future someday in MVP mix,"January 14, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-14
409,"Kia MVP Ladder: Game after game, the James Harden Show must go on","January 10, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-10-edition
410,Kia MVP Ladder mailbag: Nikola Jokic rounding back into form,"January 7, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-7
411,Kia MVP Ladder: Award chase proves David Stern's vision has been realized,"January 3, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-3-edition-2019-20
412,Kia MVP Ladder mailbag: LeBron James' longevity something to behold,"December 31, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-31
413,Kia MVP Ladder: Jazz's turnaround coincides with Donovan Mitchell's arrival to MVP conversation,"December 27, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-27-edition-2019-20
414,Kia MVP Ladder mailbag: ​​​​​​​Christmas offers another showcase for future MVP hopefuls,"December 24, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-24
415,Kia MVP Ladder: Jimmy Butler rising in chase as Heat take flight,"December 20, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-20-edition-2019-20
416,Kia MVP Ladder mailbag: Father Time can't catch LeBron,"December 17, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-17
417,Kia MVP Ladder: Luka Doncic follows own 'rhythm' in NBA rise,"December 13, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-13-edition-2019-20
418,Kia MVP Ladder mailbag: Anthony Davis ready to rise up?,"December 10, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-10
419,Kia MVP Ladder: 4 global imports make presence felt in MVP chase,"December 6, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-6-edition-2019-20
420,Kia MVP Ladder: Embiid passes Jokic for No. 1,"March 17, 2023",https://www.nba.com/news/kia-mvp-ladder-march-17-2023-edition
421,Kia MVP Ladder: Embiid closing in on Jokic,"March 10, 2023",https://www.nba.com/news/kia-mvp-ladder-march-10-2023-edition
422,Kia MVP Ladder: Tatum rises to No. 3; Jokic still tops,"March 3, 2023",https://www.nba.com/news/kia-mvp-ladder-march-3-2023-edition
423,Kia MVP Ladder: How Top 5 looks at All-Star break,"February 17, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-17-2023-edition
424,Kia MVP Ladder: Taking stock after a wild trade deadline,"February 11, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-10-2023-edition
425,Kia MVP Ladder: Embiid bests Jokic in key showdown,"February 3, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-3-2023-edition
426,Kia MVP Ladder: Embiid leaps over Tatum for No. 2,"January 27, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-27-2023-edition
427,Kia MVP Ladder: Tatum climbs to No. 2 spot,"January 23, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-20-2023-edition
428,Kia MVP Ladder: Embiid moves into the Top 5,"January 13, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-13-2023-edition
429,Kia MVP Ladder: Durant leads Nets' surge,"January 9, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-6-2023-edition
430,Kia MVP Ladder: Fireworks across the league,"January 2, 2023",https://www.nba.com/news/kia-mvp-ladder-dec-30-2022-edition
431,"Kia MVP Ladder: Giannis, Jokic keep rising","December 26, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-23-2022-edition
432,"Kia MVP Ladder: Durant, Zion climbing fast","December 16, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-16-2022-edition
433,Kia MVP Ladder: Giannis climbs latest rankings,"December 11, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-9-2022-edition
434,Kia MVP Ladder: Tatum rises to the top,"December 4, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-2-2022-edition
435,"Kia MVP Ladder: Jokic, Curry move up","November 25, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-25-2022-edition
436,Kia MVP Ladder: Plenty of changes in Top 5,"November 18, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-18-2022-edition
437,Kia MVP Ladder: Jokic among players on rise,"November 11, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-11-2022-edition
438,"Kia MVP Ladder: Giannis, Luka lead 1st ranking","November 7, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-4-2022-edition
439,Kia MVP Ladder: Top 5 performances so far,"October 28, 2022",https://www.nba.com/news/kia-mvp-ladder-oct-28-2022-edition
440,Kia MVP Ladder: 25 names to watch in 2022-23,"October 21, 2022",https://www.nba.com/news/kia-mvp-ladder-25-names-watch-2022-23
441,Finals MVP Ladder: Curry takes home trophy,"June 17, 2022",https://www.nba.com/news/nba-finals-mvp-ladder-stephen-curry-finishes-at-top-as-warriors-take-title
442,NBA Finals MVP Ladder: Curry takes flight again,"June 7, 2022",https://www.nba.com/news/2022-nba-finals-mvp-ladder-game-2
443,NBA Finals MVP Ladder: Horford takes early lead,"June 4, 2022",https://www.nba.com/news/2022-nba-finals-mvp-ladder-game-1
444,Finals MVP Ladder: 6 early favorites for hardware,"June 2, 2022",https://www.nba.com/news/finals-mvp-ladder-stephen-curry-leads-way-in-early-look-at-contenders
445,Kia MVP Ladder: Jokic finishes season at top,"April 15, 2022",https://www.nba.com/news/kia-mvp-ladder-april-15-edition
446,MVP Tracker: Embiid puts up massive numbers,"September 21, 2022",https://www.nba.com/news/kia-nba-mvp-tracker-2022
447,Kia MVP Ladder: Picture remains as hazy as ever,"April 8, 2022",https://www.nba.com/news/kia-mvp-ladder-april-8-edition
448,Kia MVP Ladder: A chase too close to call,"April 1, 2022",https://www.nba.com/news/kia-mvp-ladder-april-1-edition
449,Kia MVP Ladder: Tatum gets his due at last,"March 25, 2022",https://www.nba.com/news/https-www-nba-com-news-kia-mvp-ladder-march-25-edition
450,Kia MVP Ladder: Doncic returns to top 5,"March 18, 2022",https://www.nba.com/news/kia-mvp-ladder-march-18-edition
451,Kia MVP Ladder: Embiid misses chance to move up,"March 11, 2022",https://www.nba.com/news/kia-mvp-ladder-march-11-edition
452,Kia MVP Ladder: Morant makes his move into the mix,"March 4, 2022",https://www.nba.com/news/kia-mvp-ladder-march-4-edition
453,"Kia MVP Ladder: Jokic, Embiid still lead the way","February 25, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-25-edition
454,Kia MVP Ladder: Jokic reclaims No. 1 spot,"February 11, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-11-edition
455,Kia MVP Ladder: Embiid snags No. 1 spot,"February 4, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-4-edition
456,"Kia MVP Ladder: Embiid stays hot, rises to No. 2","January 28, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-28-edition
457,Kia MVP Ladder: Reliable Jokic takes hold of No. 1,"January 21, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-21-2022-edition
458,"Kia MVP Ladder: Giannis at top, Jokic on rise","January 14, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-14-2022-edition
459,Kia MVP Ladder: Giannis vs. Durant headlines ranking,"September 23, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-7-2022-edition
460,Kia MVP Ladder: Giannis takes over as new No. 1,"December 31, 2021",https://www.nba.com/news/kia-mvp-ladder-dec-31-2021-edition
461,Kia MVP Ladder: Curry reclaims No. 1 spot,"December 24, 2021",https://www.nba.com/news/kia-mvp-ladder-dec-24-2021-edition
462,Kia MVP Ladder: Jokic looming in his defense,"December 17, 2021",https://www.nba.com/news/kia-mvp-ladder-kevin-durant-reclaims-no-1-spot
463,Kia MVP Ladder: Gobert rising the ranks,"December 10, 2021",https://www.nba.com/news/kia-mvp-ladder-rudy-gobert-value-to-jazz
464,Kia MVP Ladder: Latest Top 10,"December 3, 2021",https://www.nba.com/news/kia-mvp-ladder-lamelo-ball-makes-way-into-conversation
465,Kia MVP Ladder: Making case for Jokic's worth,"November 26, 2021",https://www.nba.com/news/kia-mvp-ladder-making-the-case-for-nikola-jokics-worth
466,Kia MVP Ladder: Curry takes over top spot,"November 19, 2021",https://www.nba.com/news/kia-mvp-ladder-stephen-curry-rises-to-top-as-others-take-flight
467,Kia MVP Ladder Matchup: Curry dominates KD in win,"September 21, 2022",https://www.nba.com/news/kia-mvp-ladder-matchup-warriors-stephen-curry-drops-37-in-win-against-kevin-durant-nets
468,Kia MVP Ladder: Key test awaits Curry,"November 12, 2021",https://www.nba.com/news/kia-mvp-ladder-key-tests-loom-for-stephen-curry
469,Kia MVP Ladder: Durant rises up to No. 1,"November 5, 2021",https://www.nba.com/news/kia-mvp-ladder-durant-rises-to-top
470,Kia MVP Ladder: Morant joins the chase,"October 29, 2021",https://www.nba.com/news/kia-mvp-ladder-ja-morant-early-mark-new-chase
471,Kia MVP Ladder: 21 names to monitor,"October 22, 2021",https://www.nba.com/news/kia-mvp-ladder-21-early-names
472,Kia MVP Ladder: Jokic finishes atop pack,"May 21, 2021",https://www.nba.com/news/kia-mvp-ladder-nikola-jokic-finishes-no-1-among-pack-of-contenders
473,Kia MVP Ladder: Jokic keeps chugging ahead,"May 14, 2021",https://www.nba.com/news/kia-mvp-ladder-may-14-edition
474,Kia MVP Ladder: Jokic strengthens his grip,"May 7, 2021",https://www.nba.com/news/kia-mvp-ladder-may-7-edition
475,Kia MVP Ladder: Suns' Paul makes a late-season bid,"April 30, 2021",https://www.nba.com/news/kia-mvp-ladder-april-30-edition
476,Kia MVP Ladder: Curry's run has him rising fast,"April 23, 2021",https://www.nba.com/news/kia-mvp-ladder-april-23-edition
477,Kia MVP Ladder: Durability's impact on award chase,"April 16, 2021",https://www.nba.com/news/kia-mvp-ladder-april-16-edition
478,Kia MVP Ladder: Embiid back in the mix,"April 9, 2021",https://www.nba.com/news/kia-mvp-ladder-april-9-edition
479,"Kia MVP Ladder: Harden, Lillard taking flight","April 2, 2021",https://www.nba.com/news/kia-mvp-ladder-april-2-edition
480,Kia MVP Ladder: Giannis keeps climbing the ranks,"March 26, 2021",https://www.nba.com/news/kia-mvp-ladder-march-26-edition
481,"Kia MVP Ladder: Jokic at No. 1 as others rise, too","March 19, 2021",https://www.nba.com/news/kia-mvp-ladder-march-19-edition
482,Kia MVP Ladder: Embiid stays at No. 1,"March 5, 2021",https://www.nba.com/news/kia-mvp-ladder-march-5-edition
483,Kia MVP Ladder: Embiid takes over No. 1 spot,"February 26, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-26-edition
484,Kia MVP Ladder: Big test ahead for LeBron,"February 19, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-19-edition
485,Kia MVP Ladder: No easy pathway into this fray,"February 12, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-12-edition
486,Kia MVP Ladder: LeBron keeps hold of top spot,"February 5, 2021",https://www.nba.com/news/kia-mvp-ladder-feb-5-2021-edition
487,Kia MVP Ladder: LeBron starts at the top,"January 8, 2021",https://www.nba.com/news/kia-mvp-ladder-jan-8-2021-edition
488,Kia Race to the MVP primer: Who are the ones to watch in 2020-21?,"December 29, 2020",https://www.nba.com/news/kia-race-to-the-mvp-primer-2020-21
489,Kia MVP Ladder: Giannis Antetokounmpo's improvement makes him our pick,"July 24, 2020",https://www.nba.com/news/kia-mvp-ladder-final-edition-2019-20
490,Kia MVP Ladder mailbag: This award chase is far from over,"March 10, 2020",https://www.nba.com/news/kia-mvp-mailbag-march-10
491,Kia MVP Ladder: Bucks vs. Lakers may sway voters ... but should it?,"March 6, 2020",https://www.nba.com/news/kia-mvp-ladder-march-6-edition
492,Kia MVP Ladder mailbag: Endorsement season gets rolling in award chase,"March 3, 2020",https://www.nba.com/news/kia-mvp-mailbag-march-3
493,"Kia MVP Ladder: Award case for James Harden, Russell Westbrook gets boost","February 28, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-28-edition
494,Kia MVP Ladder mailbag: Bradley Beal won't let up even as Wizards' hopes fade,"February 25, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-25
495,Kia MVP Ladder: 5 factors that shape stretch run of Kia MVP chase,"February 21, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-21-edition
496,Kia MVP Ladder mailbag: Raptors keep rolling behind coach Nick Nurse,"February 11, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-11
497,Kia MVP Ladder: Jayson Tatum getting comfortable in his All-Star skin,"February 7, 2020",https://www.nba.com/news/kia-mvp-ladder-feb-7-edition
498,"Kia MVP Ladder mailbag: Joel Embiid, Ben Simmons on outside looking in","February 4, 2020",https://www.nba.com/news/kia-mvp-mailbag-feb-4
499,Kia MVP Ladder: Is it too late for Damian Lillard to surge into chase?,"January 31, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-31-edition
500,Kia MVP Ladder mailbag: Can Russell Westbrook move up in the chase?,"January 28, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-28
501,Kia MVP Ladder: Hot streak fuels Kawhi Leonard's rise,"January 24, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-24-edition
502,"Kia MVP Ladder mailbag: Trae Young's stardom needs some wins, too","January 21, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-21
503,Kia MVP Ladder: Defensive dexterity drives Rudy Gobert into the mix,"January 17, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-17-edition
504,Kia MVP Ladder mailbag: Ja Morant may have a future someday in MVP mix,"January 14, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-14
505,"Kia MVP Ladder: Game after game, the James Harden Show must go on","January 10, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-10-edition
506,Kia MVP Ladder mailbag: Nikola Jokic rounding back into form,"January 7, 2020",https://www.nba.com/news/kia-mvp-mailbag-jan-7
507,Kia MVP Ladder: Award chase proves David Stern's vision has been realized,"January 3, 2020",https://www.nba.com/news/kia-mvp-ladder-jan-3-edition-2019-20
508,Kia MVP Ladder mailbag: LeBron James' longevity something to behold,"December 31, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-31
509,Kia MVP Ladder: Jazz's turnaround coincides with Donovan Mitchell's arrival to MVP conversation,"December 27, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-27-edition-2019-20
510,Kia MVP Ladder mailbag: ​​​​​​​Christmas offers another showcase for future MVP hopefuls,"December 24, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-24
511,Kia MVP Ladder: Jimmy Butler rising in chase as Heat take flight,"December 20, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-20-edition-2019-20
512,Kia MVP Ladder mailbag: Father Time can't catch LeBron,"December 17, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-17
513,Kia MVP Ladder: Luka Doncic follows own 'rhythm' in NBA rise,"December 13, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-13-edition-2019-20
514,Kia MVP Ladder mailbag: Anthony Davis ready to rise up?,"December 10, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-10
515,Kia MVP Ladder: 4 global imports make presence felt in MVP chase,"December 6, 2019",https://www.nba.com/news/kia-mvp-ladder-dec-6-edition-2019-20
516,Kia MVP Ladder mailbag: Is Kemba Walker worthy of his perch?,"December 3, 2019",https://www.nba.com/news/kia-mvp-mailbag-dec-3
517,Kia MVP Ladder: Karl-Anthony Towns leading Wolves in new direction,"November 29, 2019",https://www.nba.com/news/kia-mvp-ladder-nov-29-edition-2019-20
518,Kia MVP Ladder mailbag: A puzzling season for Joel Embiid,"November 26, 2019",https://www.nba.com/news/kia-mvp-mailbag-nov-26
519,Kia MVP Ladder: Luka Doncic's play generates his Kia MVP hype,"November 22, 2019",https://www.nba.com/news/kia-mvp-ladder-nov-22-edition-2019-20
520,Kia MVP Ladder mailbag: Do Lakers' stars deserve more praise?,"November 19, 2019",https://www.nba.com/news/kia-mvp-mailbag-nov-19
521,Kia MVP Ladder: Two trophies can unlock NBA immortality,"November 15, 2019",https://www.nba.com/news/kia-mvp-ladder-nov-15-edition-2019-20
522,Kia MVP Ladder mailbag: Where are Luka Doncic and Pascal Siakam?,"November 12, 2019",https://www.nba.com/news/kia-mvp-mailbag-nov-12
523,Kia MVP Ladder: New season starts with Giannis Antetokounmpo still on top,"November 8, 2019",https://www.nba.com/news/kia-mvp-ladder-week-1-2019-20
524,5 players who could rise Kia MVP ranks in 2019-20,"October 25, 2019",https://www.nba.com/news/5-players-who-could-rise-kia-mvp-ranks-2019-20
525,Kia MVP Ladder: Reliable Antetokoummpo walks away with our MVP vote,"April 12, 2019",https://www.nba.com/news/kia-mvp-ladder-final-edition-2018-19-season
526,Kia MVP Ladder: Difficult decision awaits voters as season nears its finale,"April 5, 2019",https://www.nba.com/news/kia-mvp-ladder-week-25-2018-19
527,Kia MVP Ladder: Should Giannis rest or push for individual accolade?,"March 29, 2019",https://www.nba.com/news/kia-mvp-ladder-week-24-2018-19
528,Kia MVP Ladder: Embiid passes Jokic for No. 1,"March 17, 2023",https://www.nba.com/news/kia-mvp-ladder-march-17-2023-edition
529,Kia MVP Ladder: Embiid closing in on Jokic,"March 10, 2023",https://www.nba.com/news/kia-mvp-ladder-march-10-2023-edition
530,Kia MVP Ladder: Tatum rises to No. 3; Jokic still tops,"March 3, 2023",https://www.nba.com/news/kia-mvp-ladder-march-3-2023-edition
531,Kia MVP Ladder: How Top 5 looks at All-Star break,"February 17, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-17-2023-edition
532,Kia MVP Ladder: Taking stock after a wild trade deadline,"February 11, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-10-2023-edition
533,Kia MVP Ladder: Embiid bests Jokic in key showdown,"February 3, 2023",https://www.nba.com/news/kia-mvp-ladder-feb-3-2023-edition
534,Kia MVP Ladder: Embiid leaps over Tatum for No. 2,"January 27, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-27-2023-edition
535,Kia MVP Ladder: Tatum climbs to No. 2 spot,"January 23, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-20-2023-edition
536,Kia MVP Ladder: Embiid moves into the Top 5,"January 13, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-13-2023-edition
537,Kia MVP Ladder: Durant leads Nets' surge,"January 9, 2023",https://www.nba.com/news/kia-mvp-ladder-jan-6-2023-edition
538,Kia MVP Ladder: Fireworks across the league,"January 2, 2023",https://www.nba.com/news/kia-mvp-ladder-dec-30-2022-edition
539,"Kia MVP Ladder: Giannis, Jokic keep rising","December 26, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-23-2022-edition
540,"Kia MVP Ladder: Durant, Zion climbing fast","December 16, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-16-2022-edition
541,Kia MVP Ladder: Giannis climbs latest rankings,"December 11, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-9-2022-edition
542,Kia MVP Ladder: Tatum rises to the top,"December 4, 2022",https://www.nba.com/news/kia-mvp-ladder-dec-2-2022-edition
543,"Kia MVP Ladder: Jokic, Curry move up","November 25, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-25-2022-edition
544,Kia MVP Ladder: Plenty of changes in Top 5,"November 18, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-18-2022-edition
545,Kia MVP Ladder: Jokic among players on rise,"November 11, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-11-2022-edition
546,"Kia MVP Ladder: Giannis, Luka lead 1st ranking","November 7, 2022",https://www.nba.com/news/kia-mvp-ladder-nov-4-2022-edition
547,Kia MVP Ladder: Top 5 performances so far,"October 28, 2022",https://www.nba.com/news/kia-mvp-ladder-oct-28-2022-edition
548,Kia MVP Ladder: 25 names to watch in 2022-23,"October 21, 2022",https://www.nba.com/news/kia-mvp-ladder-25-names-watch-2022-23
549,Finals MVP Ladder: Curry takes home trophy,"June 17, 2022",https://www.nba.com/news/nba-finals-mvp-ladder-stephen-curry-finishes-at-top-as-warriors-take-title
550,NBA Finals MVP Ladder: Curry takes flight again,"June 7, 2022",https://www.nba.com/news/2022-nba-finals-mvp-ladder-game-2
551,NBA Finals MVP Ladder: Horford takes early lead,"June 4, 2022",https://www.nba.com/news/2022-nba-finals-mvp-ladder-game-1
552,Finals MVP Ladder: 6 early favorites for hardware,"June 2, 2022",https://www.nba.com/news/finals-mvp-ladder-stephen-curry-leads-way-in-early-look-at-contenders
553,Kia MVP Ladder: Jokic finishes season at top,"April 15, 2022",https://www.nba.com/news/kia-mvp-ladder-april-15-edition
554,MVP Tracker: Embiid puts up massive numbers,"September 21, 2022",https://www.nba.com/news/kia-nba-mvp-tracker-2022
555,Kia MVP Ladder: Picture remains as hazy as ever,"April 8, 2022",https://www.nba.com/news/kia-mvp-ladder-april-8-edition
556,Kia MVP Ladder: A chase too close to call,"April 1, 2022",https://www.nba.com/news/kia-mvp-ladder-april-1-edition
557,Kia MVP Ladder: Tatum gets his due at last,"March 25, 2022",https://www.nba.com/news/https-www-nba-com-news-kia-mvp-ladder-march-25-edition
558,Kia MVP Ladder: Doncic returns to top 5,"March 18, 2022",https://www.nba.com/news/kia-mvp-ladder-march-18-edition
559,Kia MVP Ladder: Embiid misses chance to move up,"March 11, 2022",https://www.nba.com/news/kia-mvp-ladder-march-11-edition
560,Kia MVP Ladder: Morant makes his move into the mix,"March 4, 2022",https://www.nba.com/news/kia-mvp-ladder-march-4-edition
561,"Kia MVP Ladder: Jokic, Embiid still lead the way","February 25, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-25-edition
562,Kia MVP Ladder: Jokic reclaims No. 1 spot,"February 11, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-11-edition
563,Kia MVP Ladder: Embiid snags No. 1 spot,"February 4, 2022",https://www.nba.com/news/kia-mvp-ladder-feb-4-edition
564,"Kia MVP Ladder: Embiid stays hot, rises to No. 2","January 28, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-28-edition
565,Kia MVP Ladder: Reliable Jokic takes hold of No. 1,"January 21, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-21-2022-edition
566,"Kia MVP Ladder: Giannis at top, Jokic on rise","January 14, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-14-2022-edition
567,Kia MVP Ladder: Giannis vs. Durant headlines ranking,"September 23, 2022",https://www.nba.com/news/kia-mvp-ladder-jan-7-2022-edition
568,Kia MVP Ladder: Giannis takes over as new No. 1,"December 31, 2021",https://www.nba.com/news/kia-mvp-ladder-dec-31-2021-edition
569,Kia MVP Ladder: Curry reclaims No. 1 spot,"December 24, 2021",https://www.nba.com/news/kia-mvp-ladder-dec-24-2021-edition
570,Kia MVP Ladder: Jokic looming in his defense,"December 17, 2021",https://www.nba.com/news/kia-mvp-ladder-kevin-durant-reclaims-no-1-spot
571,Kia MVP Ladder: Gobert rising the ranks,"December 10, 2021",https://www.nba.com/news/kia-mvp-ladder-rudy-gobert-value-to-jazz
572,Kia MVP Ladder: Latest Top 10,"December 3, 2021",https://www.nba.com/news/kia-mvp-ladder-lamelo-ball-makes-way-into-conversation
573,Kia MVP Ladder: Making case for Jokic's worth,"November 26, 2021",https://www.nba.com/news/kia-mvp-ladder-making-the-case-for-nikola-jokics-worth
574,Kia MVP Ladder: Curry takes over top spot,"November 19, 2021",https://www.nba.com/news/kia-mvp-ladder-stephen-curry-rises-to-top-as-others-take-flight
575,Kia MVP Ladder Matchup: Curry dominates KD in win,"September 21, 2022",https://www.nba.com/news/kia-mvp-ladder-matchup-warriors-stephen-curry-drops-37-in-win-against-kevin-durant-nets
576,Kia MVP Ladder: Key test awaits Curry,"November 12, 2021",https://www.nba.com/news/kia-mvp-ladder-key-tests-loom-for-stephen-curry
577,Kia MVP Ladder: Durant rises up to No. 1,"November 5, 2021",https://www.nba.com/news/kia-mvp-ladder-durant-rises-to-top
578,Kia MVP Ladder: Morant joins the chase,"October 29, 2021",https://www.nba.com/news/kia-mvp-ladder-ja-morant-early-mark-new-chase
579,Kia MVP Ladder: 21 names to monitor,"October 22, 2021",https://www.nba.com/news/kia-mvp-ladder-21-early-names
580,Kia MVP Ladder: Jokic finishes atop pack,"May 21, 2021",https://www.nba.com/news/kia-mvp-ladder-nikola-jokic-finishes-no-1-among-pack-of-contenders
